ID,RecipeID,Weight,HopID,StepID,HopTypeID
1133,184,17.5,60,2,1
1134,184,17.5,60,1,1
1136,185,1.5,60,4,1
1137,185,10,60,3,1
1138,185,10,60,2,1
1139,185,15,60,1,1
1140,187,1.5,3,4,1
1141,187,5,3,3,1
1142,187,8.5,3,1,1
1143,187,1.5,20,4,1
1144,187,5,20,3,1
1145,187,8.5,20,1,1
1146,187,1.5,59,4,1
1147,187,5,59,3,1
1148,187,8.5,59,1,1
1149,188,3.5,20,1,1
1150,188,1.5,60,1,1
1151,190,38.5,17,4,1
1152,190,19,17,3,1
1153,190,19,17,2,1
1154,190,38.5,21,1,1
1155,190,19,72,1,1
1157,190,38.5,59,4,1
1158,190,19,59,3,1
1159,190,19,59,2,1
1161,190,38.5,66,4,1
1162,190,19,66,3,1
1164,191,50,19,1,1
1166,191,25,33,3,1
1167,191,25,33,2,1
1170,191,25,66,3,1
1171,192,12.5,10,2,1
1172,192,12.5,10,1,1
1174,192,25,60,3,1
1175,192,12.5,60,2,1
1176,192,25,66,3,1
1177,193,25,42,3,1
1178,193,7.5,42,1,1
1179,193,25,116,3,1
1180,193,7.5,116,1,1
1182,194,50,10,4,1
1183,194,12.5,10,3,1
1184,194,50,17,4,1
1185,194,12.5,17,2,1
1186,194,6,18,1,1
1187,194,50,20,4,1
1188,194,12.5,20,3,1
1189,194,10,20,2,1
1190,194,2.5,20,1,1
1193,194,50,43,4,1
1194,194,12.5,43,3,1
1195,194,12.5,45,4,1
1197,194,12.5,59,4,1
1201,195,50,10,4,1
1202,195,12.5,10,3,1
1203,195,50,17,4,1
1204,195,12.5,17,2,1
1205,195,6,18,1,1
1206,195,50,20,4,1
1207,195,12.5,20,3,1
1208,195,10,20,2,1
1209,195,2.5,20,1,1
1211,195,50,43,4,1
1212,195,12.5,43,3,1
1213,195,12.5,45,4,1
1215,195,12.5,59,4,1
1218,196,15,3,3,1
1219,196,7.5,3,1,1
1221,196,15,60,3,1
1222,196,7.5,60,1,1
1223,197,25,87,3,1
1224,197,25,39,1,1
1228,198,12.5,31,2,1
1231,198,2.5,39,1,1
1235,198,12.5,66,2,1
1237,200,25,20,3,1
1238,200,12.5,20,2,1
1239,200,12.5,20,1,1
1242,201,7.5,3,3,1
1243,201,5,3,1,1
1244,201,7.5,20,3,1
1245,201,5,20,1,1
1247,203,50,13,4,1
1248,203,12.5,13,2,1
1249,203,50,149,3,1
1250,203,50,43,4,1
1251,203,2.5,43,1,1
1252,204,12.5,3,3,1
1253,204,12.5,3,2,1
1254,204,10,39,1,1
1255,204,12.5,59,3,1
1256,204,12.5,59,2,1
1257,205,63,3,4,1
1258,205,25,3,3,1
1259,205,2.5,19,1,1
1260,205,63,20,4,1
1261,205,25,20,3,1
1262,205,12.5,43,3,1
1263,205,63,59,4,1
1264,205,12.5,59,3,1
1265,207,37.5,19,3,1
1266,207,100,19,10,1
1267,207,25,19,2,1
1268,207,18.75,20,3,1
1269,207,75,20,10,1
1270,207,6.25,20,2,1
1271,207,12.5,39,1,1
1272,208,10,10,2,1
1275,211,50,3,4,1
1276,211,12.5,3,3,1
1277,211,12.5,3,2,1
1279,211,50,20,4,1
1280,211,25,20,3,1
1282,211,2.5,39,1,1
1283,211,25,43,3,1
1284,211,50,59,4,1
1285,211,12.5,59,3,1
1286,211,12.5,59,2,1
1287,212,10,10,2,1
1288,212,50,66,2,1
1290,216,12.5,39,1,1
1291,216,6.3,60,2,1
1293,218,11,20,2,1
1294,218,100,3,2,1
1295,218,36,39,1,1
1297,219,100,3,4,1
1298,219,50,17,3,1
1299,219,18.75,17,2,1
1300,219,25,17,1,1
1301,219,100,20,4,1
1302,219,25,21,3,1
1303,219,18.75,21,2,1
1305,219,100,59,4,1
1306,220,4,39,1,1
1307,220,10,53,3,1
1308,220,20,53,2,1
1309,222,25,19,1,1
1315,222,50,60,1,1
1316,223,12.5,10,2,1
1317,223,12.5,10,1,1
1319,223,25,60,3,1
1320,223,12.5,60,2,1
1321,223,25,66,3,1
1323,224,10.2,39,1,1
1324,225,37.5,19,3,1
1325,225,100,19,10,1
1326,225,25,19,2,1
1327,225,18.75,20,3,1
1328,225,75,20,10,1
1329,225,6.25,20,2,1
1330,225,12.5,39,1,1
1331,226,5,39,1,1
1332,226,12.5,53,3,1
1333,226,25,53,2,1
1334,227,20,21,2,1
1335,227,60,21,1,1
1336,227,20,31,3,1
1337,227,20,57,3,1
1338,229,50,3,4,1
1339,229,25,3,3,1
1340,229,50,20,4,1
1341,229,25,20,3,1
1342,229,10,21,1,1
1343,229,50,43,4,1
1344,229,25,43,3,1
1346,229,50,59,4,1
1347,229,25,59,3,1
1349,230,13,17,2,1
1350,230,25,17,1,1
1351,230,25,20,3,1
1352,230,13,21,2,1
1356,230,38,43,3,1
1357,231,100,3,4,1
1358,231,50,17,3,1
1359,231,18.75,17,2,1
1360,231,25,17,1,1
1361,231,100,20,4,1
1363,231,25,21,3,1
1364,231,18.75,21,2,1
1365,231,100,59,4,1
1366,233,100,3,4,1
1367,233,50,17,3,1
1368,233,18.75,17,2,1
1369,233,25,17,1,1
1371,233,100,20,4,1
1373,233,25,21,3,1
1374,233,18.75,21,2,1
1376,233,100,59,4,1
1377,235,100,3,4,1
1378,235,50,17,3,1
1379,235,18.75,17,2,1
1380,235,25,17,1,1
1381,235,100,20,4,1
1383,235,25,21,3,1
1384,235,18.75,21,2,1
1385,235,100,59,4,1
1386,236,20,19,1,1
1387,236,20,39,1,1
1388,237,10,53,2,1
1389,237,10,53,1,1
1390,238,5,17,9,1
1391,238,2,20,5,1
1393,238,1,17,6,1
1394,238,1,21,6,1
1397,238,3,43,5,1
1400,240,6,53,6,1
1401,241,15,3,5,1
1402,241,7,10,6,1
1405,242,30,10,4,1
1406,242,6,10,3,1
1407,242,6,10,2,1
1408,242,6,17,3,1
1409,242,5,17,2,1
1410,242,8,17,1,1
1411,242,60,20,4,1
1412,242,6,21,3,1
1413,242,5,21,2,1
1414,242,8,21,1,1
1415,242,30,27,4,1
1416,242,5,27,3,1
1417,242,5,27,2,1
1419,243,100,13,3,1
1420,243,10,13,11,1
1421,243,15,13,2,1
1422,243,30,13,1,1
1423,243,100,45,3,1
1424,243,10,45,11,1
1425,243,15,45,2,1
1426,243,15,45,1,1
1427,244,6,10,1,1
1432,245,40,10,2,1
1433,245,40,82,1,1
1435,246,0.67,4,4,1
1436,246,26.67,4,1,1
1437,246,13.33,17,3,1
1438,246,13.33,17,2,1
1439,246,1.33,59,4,1
1440,246,13.33,59,3,1
1442,248,30,82,1,1
1447,250,100,3,4,1
1448,250,50,17,3,1
1449,250,18.75,17,2,1
1450,250,25,17,1,1
1451,250,100,20,4,1
1453,250,25,21,3,1
1454,250,18.75,21,2,1
1455,250,100,59,4,1
1456,251,15,17,6,1
1457,251,40,17,3,1
1458,251,50,17,5,1
1459,251,10,20,4,1
1460,251,15,21,6,1
1461,251,10,21,4,1
1462,251,25,21,5,1
1464,252,22,60,3,1
1465,252,22,60,1,1
1466,253,5,39,1,1
1467,253,10,115,3,1
1468,253,10,115,1,1
1469,255,20,42,3,1
1470,255,7,36,1,1
1471,255,5,53,1,1
1472,256,40,42,2,1
1473,256,20,42,1,1
1478,257,30,3,3,1
1479,257,50,3,10,1
1480,257,20,19,3,1
1481,257,50,20,10,1
1482,257,50,43,10,1
1483,257,30,59,3,1
1484,257,50,59,10,1
1485,257,1,19,2,1
1488,258,10,39,1,1
1490,259,20,21,2,1
1491,259,60,21,1,1
1492,259,20,31,3,1
1493,259,20,57,3,1
1494,260,10,31,1,1
1495,260,7,36,3,1
1496,260,20,36,1,1
1497,260,2,39,1,1
1499,261,83,20,10,1
1500,261,83,43,10,1
1501,261,33,43,5,1
1505,262,37.5,39,1,1
1507,263,30,3,3,1
1508,263,50,3,10,1
1509,263,20,19,3,1
1510,263,50,20,10,1
1511,263,50,43,10,1
1512,263,30,59,3,1
1513,263,50,59,10,1
1514,263,1,19,2,1
1622,264,10,59,1,1
1623,264,50,59,12,1
1624,264,150,59,4,1
